"ID","Full name","First names","Surname now","Surname at birth","Gender","Deceased","Mother ID","Mother name","Father ID","Father name","Partner ID","Partner name","Ex-partner IDs","Birth year","Birth month","Birth day","Death year","Death month","Death day","Email","Website","Blog","Photo site","Home tel","Work tel","Mobile","Skype","Address","Other contact","Birth place","Death place","Burial place","Burial year","Burial month","Burial day","Profession","Company","Interests","Activities","Bio notes",
"JSR4Z","Anne Mowbray","Anne","","Mowbray","F","Y","PZI2X","Elizabeth Talbot","EKP6Y","John Mowbray","THU1S","Richard Plantagenet","","1472","12","10","","","","","","","","","","","","","","","","Chapel of St Erasmus, Westminster Abbey","","","","","","","","",
"ZCICK","Anne Percy","Anne","","Percy","F","","","","DIRIY","Henry Percy","YYWRQ","William FitzAlan","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CXWTP","Anne Stanhope","Anne","","Stanhope","F","","","","","","JKAQ9","Edward Seymour","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OFPTT","Anne Morgan","Anne","","Morgan","F","","","","","","TQZX0","Henry Carey","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"INFU9","Anne Reddish","Anne","","Reddish","F","","","","KXJCC","Otes Reddish","ZUECU","Ellis Barlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"YM9Z4","Anne Hastings","Anne","","Hastings","F","Y","IVIVI","Mary Hungerford","HIYMB","Edward Hastings","C70CN","Thomas Stanley","","","","","","","","","","","","","","","","","","","Colham Green, Middlesex","","1550","11","17","","","","","",
"WJ4HQ","Anne Belknap","Anne","","Belknap","F","","","","GEMQS","Henry Belknap","P2DHF","Robert Wotton","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"QLPJ3","Anne Dacre","Anne","","Dacre","F","Y","ESIZ1","Elizabeth Talbot","XI6EK","William Dacre","","","ASJN8","","","","","","","","","","","","","","","","","","Skipton Castle","Skipton, Yorkshire","1581","7","31","","","","","",
"ZTN9Q","Anne Plantagenet","Anne","","Plantagenet","F","","","","IVEZU","Richard Plantagenet","LEL7N","Henry Holand","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"KV5AD","Anne Holand","Anne","","Holand","F","Y","ZTN9Q","Anne Plantagenet","LEL7N","Henry Holand","I6KTT","Thomas Grey","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CDZ27","Anne Boleyn","Anne","","Boleyn","F","Y","MMHBG","Elizabeth Howard","W93CT","Thomas Boleyn","","","Q2HCA","","","","1536","5","19","","","","","","","","","","","","Tower Green, London","St Peter's in the Tower","","","","","","","","",
"GTJ6Q","Anne of Oldenburg","Anne of","","Oldenburg","F","Y","","","","","BV7JE","James Stuart","","","","","1618","3","2","","","","","","","","","","","","","","","","","","","","","",
"TPM6Z","Anne of York","Anne of","","York","F","Y","GPYBY","Elizabeth Wydvill","AVXAI","Edward of York","RLFUD","Thomas Howard","","1475","11","2","","","","","","","","","","","","","","Westminster","","Thetford","","","","","","","","",
"THTPN","Anne of Cleves","Anne of","","Cleves","F","Y","","","","","","","Q2HCA","1515","9","22","1557","7","16","","","","","","","","","","","","","Westminster Abbey","1557","8","3","","","","","",
"YXMD5","Anthony Browne","Anthony","","Browne","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"U1NL1","Arabella Stuart","Arabella","","Stuart","F","Y","YY5T8","Elizabeth Cavendish","EZQMF","Charles Stuart","C7FO4","William Seymour","","","","","1615","9","27","","","","","","","","","","","","Tower of London","","","","","","","","","",
"CGLQK","Archibald Douglas","Archibald","","Douglas","M","Y","J3KK1","Elizabeth Drummond","E23YW","George Douglas","F8OMS","Margaret Maxwell","N2WTC B2C1B","1490","","","1556","1","","","","","","","","","","","","","Tantallon Castle","Abernethy","","","","","","","","",
"EL3NT","Archibald Campbell","Archibald","","Campbell","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Y1A2X","Arthur Tudor","Arthur","","Tudor","M","Y","FC2KR","Elizabeth of York","V53TZ","Henry Tudor","","","A9WP4","1486","9","20","1502","4","2","","","","","","","","","","","St Swithin's Priory, Winchester","Ludlow Castle, Shropshire","Worcester Cathedral","","","","","","","","",
"HW7ON","Arthur Plantagenet","Arthur","","Plantagenet","M","Y","","","AVXAI","Edward of York","F7BTD","Elizabeth Grey","EDEDR","","","","1541","3","3","","","","","","","","","","","","Tower of London","","","","","","","","","IllegitimateThe name of Arthur Plantagenet's mother is unknown. She is said by some to be the ""Lady Elizabeth Lucy"", by others the notorious Jane Shore, and by others one Elizabeth Waite, he himself being at first known as Arthur Waite.",
"HV1RL","Arthur Stewart","Arthur","","Stewart","M","","N2WTC","Margaret Tudor","HUZD8","James Stewart","","","","1509","10","20","","","","","","","","","","","","","","Holyrood House","","","","","","","","","","",
"YHX6X","Arthur Stewart","Arthur","","Stewart","M","Y","PKUYQ","Mary of Lorraine","P6FPR","James Stewart","","","","1541","4","","","","","","","","","","","","","","","Falkland","","Holyrood","","","","","","","","",
"XB61V","Catherine Stewart","Catherine","","Stewart","F","","U7CZC","Margaret Boyd","HUZD8","James Stewart","WDRJ6","James Douglas","","","","","","","","","","","","","","","","","","","","","","","","","","","","Illegitimate",
"CKUKM","Catherine Parr","Catherine","","Parr","F","Y","HE800","Maud Green","O54UG","Thomas Parr","Q2HCA","Henry Tudor","JTLJI ANC99 CDB8C","","","","1548","9","5","","","","","","","","","","","","Sudeley Castle","Sudeley Castle","","","","","","","","",
"JPNX2","Catherine Howard","Catherine","","Howard","F","Y","","","KQ64B","Edmund Howard","","","Q2HCA","","","","1541","2","13","","","","","","","","","","","","Tower of London","","","","","","","","","",
"DY78P","Catherine Willoughby","Catherine","","Willoughby","F","Y","BTE37","Mary de Salinas","IJT9O","William Willoughby","","","KH7AR G6ZJY","1519","3","22","1580","9","19","","","","","","","","","","","","","Spilsby, Lincolnshire","","","","","","","","",
"V080M","Catherine Carey","Catherine","","Carey","F","","Y3OAH","Mary Boleyn","Q2HCA","Henry Tudor","YZXNM","Francis Knollys","","1524","","","","","","","","","","","","","","","","","","","","","","","","","","Parentage doubtful",
"EWP2G","Catherine Grey","Catherine","","Grey","F","Y","BZMHO","Frances Brandon","DAXF5","Henry Grey","ESMBB","Edward Seymour","VNOUV","1540","8","","1567","1","27","","","","","","","","","","","Probably at Dorset House, Westminster","Cockfield Hall, Yoxford, Suffolk","Yoxford","1567","2","21","","","","","",
"V7TSB","Catherine FitzAlan","Catherine","","FitzAlan","F","","ZCICK","Anne Percy","YYWRQ","William FitzAlan","","","DAXF5","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"VRMZR","Catherine Neville","Catherine","","Neville","F","","","","","","THKC1","William Bonville","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"LCWB1","Catherine de Medicis","Catherine de","","Medicis","F","","","","","","","","GN5UP","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"A9WP4","Catherine of Aragon","Catherine of","","Aragon","F","Y","KCGTX","Isabella of Castile","CULO5","Ferdinand of Aragon","","","Q2HCA Y1A2X","1485","12","5","1535","1","6","","","","","","","","","","","AlcalÃ¡ de Henares, near Madrid","Kimbolton Castle","Peterborough Abbey","","","","","","","","",
"S2P5N","Cecily Bonville","Cecily","","Bonville","F","Y","VRMZR","Catherine Neville","THKC1","William Bonville","","","I6KTT LFW1C","","","","1529","5","12","","","","","","","","","","","","","Astley, Warwickshire","","","","","","","","",
"EFXX8","Cecily of York","Cecily of","","York","F","Y","GPYBY","Elizabeth Wydvill","AVXAI","Edward of York","XVSQF","Ralph Scrope","VUG7W E3BK6","1468","3","20","1507","8","24","","","","","","","","","","","","","Quarr Abbey","","","","","","","","",
"KH7AR","Charles Brandon","Charles","","Brandon","M","Y","PJ4OL","Elizabeth Bruyn","JJ4N5","William Brandon","","","KUT8K W8FI9 LXT9W DY78P","1484","","","1545","8","22","","","","","","","","","","","","Guildford Palace, Surrey","St George's Chapel, Windsor","","","","","","","","",
"EZQMF","Charles Stuart","Charles","","Stuart","M","","Y2TA0","Margaret Douglas","PNK7W","Matthew Stuart","YY5T8","Elizabeth Cavendish","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Y49Z7","Colin Campbell","Colin","","Campbell","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"LMETF","David Fleming","David","","Fleming","M","","","","","","","","J3KK1","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Z978Z","Dorothy Howard","Dorothy","","Howard","F","","S3UT2","Agnes Tylney","IIMAK","Thomas Howard","HSWAU","Edward Stanley","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"KQ64B","Edmund Howard","Edmund","","Howard","M","Y","ZTRLK","Elizabeth Tylney","IIMAK","Thomas Howard","","","","","","","1538","","","","","","","","","","","","","","","","","","","","","","","",
"FRGUZ","Edmund Tudor","Edmund","","Tudor","M","Y","FC2KR","Elizabeth of York","V53TZ","Henry Tudor","","","","1498","2","","1500","6","19","","","","","","","","","","","Greenwich","Bishop's Hatfield, Hertfordshire","Westminster Abbey","1500","6","23","","","","","",
"CQR2S","Edmund Dudley","Edmund","","Dudley","M","Y","","","","","","","F7BTD","","","","1510","8","18","","","","","","","","","","","","Tower Hill, London","","","","","","","","","",
"KV64I","Edmund Tudor","Edmund","","Tudor","M","Y","","","","","AIGHZ","Margaret Beaufort","","1430","","","1456","11","3","","","","","","","","","","","Hadham, Hertfordshire","Probably in Carmarthen Castle","Greyfriars, Carmarthen","","","","","","","","",
"N01OE","Edmund Ingaldesthorpe","Edmund","","Ingaldesthorpe","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HSWAU","Edward Stanley","Edward","","Stanley","M","Y","YM9Z4","Anne Hastings","C70CN","Thomas Stanley","Z978Z","Dorothy Howard","TJ7PW YNVUO","1509","5","10","1572","10","24","","","","","","","","","","","","Lathom House","Ormskirk","1572","12","4","","","","","",
"KD2B1","Edward Plantagenet","Edward","","Plantagenet","M","","GPYBY","Elizabeth Wydvill","AVXAI","Edward of York","","","","1470","11","","","","","","","","","","","","","","","","","","","","","","","","","",
"JKAQ9","Edward Seymour","Edward","","Seymour","M","Y","CU58L","Margery Wentworth","HM9V1","John Seymour","CXWTP","Anne Stanhope","","1500","","","1551","1","22","","","","","","","","","","","","","","","","","","","","","",
"CDB8C","Edward Burgh","Edward","","Burgh","M","Y","","","","","","","CKUKM","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ESMBB","Edward Seymour","Edward","","Seymour","M","Y","CXWTP","Anne Stanhope","JKAQ9","Edward Seymour","EWP2G","Catherine Grey","L47M7 DG41Z","1537","10","12","1621","4","6","","","","","","","","","","","","Netley","Salisbury Cathedral","","","","","","","","",
"HIYMB","Edward Hastings","Edward","","Hastings","M","","","","","","IVIVI","Mary Hungerford","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IT564","Edward Stafford","Edward","","Stafford","M","","","","","","BMVRT","Eleanor Percy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"GXVJP","Edward Tudor","Edward","","Tudor","M","Y","ZB628","Jane Seymour","Q2HCA","Henry Tudor","","","","1537","10","12","1553","7","6","","","","","","","","","","","Hampton Court , Middlesex","","","","","","","","","","",
"Z87BJ","Edward Grey","Edward","","Grey","M","","","","","","OB5HB","Elizabeth Talbot","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"AVXAI","Edward of York","Edward of","","York","M","Y","","","","","GPYBY","Elizabeth Wydvill","","1442","4","28","1483","4","9","","","","","","","","","","","Rouen","Westminster","St George's Chapel, Windsor","1483","4","18","","","","","",
"BMVRT","Eleanor Percy","Eleanor","","Percy","F","","","","DIRIY","Henry Percy","IT564","Edward Stafford","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"GNVH2","Eleanor Neville","Eleanor","","Neville","F","Y","UR0H0","Alice Montagu","GBA4O","Richard Neville","","","QOJMZ","","","","","","","","","","","","","","","","","","","St James's Garlickhithe, London","","","","","","","","",
"K7TIE","Eleanor Brandon","Eleanor","","Brandon","F","Y","KUT8K","Mary Tudor","KH7AR","Charles Brandon","ASJN8","Henry Clifford","","","","","1547","9","27","","","","","","","","","","","","Brougham Castle","Skipton, Yorkshire","","","","","","","","",
"F7BTD","Elizabeth Grey","Elizabeth","","Grey","F","Y","OB5HB","Elizabeth Talbot","Z87BJ","Edward Grey","HW7ON","Arthur Plantagenet","CQR2S","","","","1530","","","","","","","","","","","","","","","","","","","","","","","",
"PZI2X","Elizabeth Talbot","Elizabeth","","Talbot","F","","","","WG1XI","John Talbot","EKP6Y","John Mowbray","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"YY5T8","Elizabeth Cavendish","Elizabeth","","Cavendish","F","","","","I5N3V","William Cavendish","EZQMF","Charles Stuart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"C7TRV","Elizabeth Stafford","Elizabeth","","Stafford","F","Y","BMVRT","Eleanor Percy","IT564","Edward Stafford","","","RLFUD","1497","","","1558","11","30","","","","","","","","","","","","Lambeth","Howard Chapel, Lambeth","1558","12","7","","","","","",
"EN5ID","Elizabeth Campbell","Elizabeth","","Campbell","F","","","","Y49Z7","Colin Campbell","LTKV7","James Stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"WFGMQ","Elizabeth Cokayne","Elizabeth","","Cokayne","F","","","","MZFKT","John Cokayne","TUYGX","Lawrence Cheney","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IWSCK","Elizabeth Cheney","Elizabeth","","Cheney","F","","WFGMQ","Elizabeth Cokayne","TUYGX","Lawrence Cheney","NUX1M","Frederick Tylney","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"TWRGY","Elizabeth Welles","Elizabeth","","Welles","F","","EFXX8","Cecily of York","E3BK6","John Welles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ESIZ1","Elizabeth Talbot","Elizabeth","","Talbot","F","","","","J0KWD","George Talbot","XI6EK","William Dacre","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OB5HB","Elizabeth Talbot","Elizabeth","","Talbot","F","","","","","","Z87BJ","Edward Grey","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"GPYBY","Elizabeth Wydvill","Elizabeth","","Wydvill","F","Y","QYN9U","Jacqueline de Luxembourg","N3KVB","Richard Wydvill","AVXAI","Edward of York","MKM15","","","","1492","6","","","","","","","","","","","","","Bermondsey Abbey","St George's Chapel, Windsor","1492","6","12","","","","","",
"J3KK1","Elizabeth Drummond","Elizabeth","","Drummond","F","","","","SVBKV","John Drummond","E23YW","George Douglas","LMETF","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"PLMH1","Elizabeth Blount","Elizabeth","","Blount","F","","","","","","","","Q2HCA","","","","","","","","","","","","","","","","","","","","","","","Maid of Honour to Queen Catherine","","","","",
"MMHBG","Elizabeth Howard","Elizabeth","","Howard","F","","ZTRLK","Elizabeth Tylney","IIMAK","Thomas Howard","W93CT","Thomas Boleyn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ZTRLK","Elizabeth Tylney","Elizabeth","","Tylney","F","Y","IWSCK","Elizabeth Cheney","NUX1M","Frederick Tylney","IIMAK","Thomas Howard","JY34T","","","","1497","4","4","","","","","","","","","","","","","","","","","","","","","",
"A96K5","Elizabeth Tudor","Elizabeth","","Tudor","F","Y","CDZ27","Anne Boleyn","Q2HCA","Henry Tudor","","","","1533","9","7","1603","3","24","","","","","","","","","","","Greenwich","","Westminster Abbey","1603","4","28","","","","","",
"PJ4OL","Elizabeth Bruyn","Elizabeth","","Bruyn","F","Y","","","K5YV7","Henry Bruyn","JJ4N5","William Brandon","","","","","1493","3","","","","","","","","","","","","","","","","","","","","","","",
"FC2KR","Elizabeth of York","Elizabeth of","","York","F","Y","GPYBY","Elizabeth Wydvill","AVXAI","Edward of York","V53TZ","Henry Tudor","","1465","2","11","1503","2","11","","","","","","","","","","","Westminster Palace","","","","","","","","","","",
"ZUECU","Ellis Barlow","Ellis","","Barlow","M","","","","","","INFU9","Anne Reddish","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"CULO5","Ferdinand of Aragon","Ferdinand of","","Aragon","M","","","","","","KCGTX","Isabella of Castile","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"DG41Z","Frances Howard","Frances","","Howard","F","Y","X5ALQ","Mabel Burton","SE8VR","Thomas Howard","","","ESMBB HUDYE HX6PZ","","","","1639","10","8","","","","","","","","","","","","","Westminster Abbey","1639","10","12","","","","","",
"BZMHO","Frances Brandon","Frances","","Brandon","F","Y","KUT8K","Mary Tudor","KH7AR","Charles Brandon","DAXF5","Henry Grey","Y6GN2","1517","7","16","1559","11","21","","","","","","","","","","","Bishop's Hatfield","Sheen","Westminster Abbey","1559","12","5","","","","","",
"L47M7","Frances Howard","Frances","","Howard","F","Y","M9AN4","Margaret Gamage","GSPVU","William Howard","","","ESMBB","","","","1598","5","14","","","","","","","","","","","","London","Westminster Abbey","","","","","","","","",
"YZXNM","Francis Knollys","Francis","","Knollys","M","Y","","","","","V080M","Catherine Carey","","","","","1596","7","19","","","","","","","","","","","","","","","","","","","","","",
"WGDD1","Francis of Valois","Francis of","","Valois","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"KIZRL","Francis of Valois","Francis of","","Valois","M","Y","LCWB1","Catherine de Medicis","GN5UP","Henry of Valois","","","Y8DNT","","","","1560","12","5","","","","","","","","","","","","","","","","","","","","","",
"NUX1M","Frederick Tylney","Frederick","","Tylney","M","","","","","","IWSCK","Elizabeth Cheney","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"J0KWD","George Talbot","George","","Talbot","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EUNDT","George Cotton","George","","Cotton","M","","","","","","C42AK","Mary Onley","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"E23YW","George Douglas","George","","Douglas","M","","","","","","J3KK1","Elizabeth Drummond","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"N4B2Q","George Stanley","George","","Stanley","M","Y","GNVH2","Eleanor Neville","QOJMZ","Thomas Stanley","DB40I","Joan le Strange","","1460","","","1503","12","","","","","","","","","","","","","Derby House, St Paul's Wharf, London","St James's Garlickhithe, London","","","","","","","","",
"NOPCG","George of York","George of","","York","M","Y","GPYBY","Elizabeth Wydvill","AVXAI","Edward of York","","","","1476","3","","1479","3","","","","","","","","","","","","Windsor","","Windsor","","","","","","","","",
"HKVMJ","Gilbert Gray","Gilbert","","Gray","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"TEYZ4","Guilford Dudley","Guilford","","Dudley","M","Y","","","","","VIVN1","Jane Grey","","","","","1553","2","12","","","","","","","","","","","","Tower Hill","","","","","","","","","",
"LEL7N","Henry Holand","Henry","","Holand","M","","","","","","ZTN9Q","Anne Plantagenet","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"K5YV7","Henry Bruyn","Henry","","Bruyn","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ASJN8","Henry Clifford","Henry","","Clifford","M","Y","","","","","K7TIE","Eleanor Brandon","QLPJ3","","","","1569","1","2","","","","","","","","","","","","Brougham Castle","Skipton, Yorkshire","","","","","","","","",
"DIRIY","Henry Percy","Henry","","Percy","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"L9DYC","Henry Stanley","Henry","","Stanley","M","Y","Z978Z","Dorothy Howard","HSWAU","Edward Stanley","TS8OX","Margaret Clifford","","1531","9","","1593","9","25","","","","","","","","","","","","Lathom","Ormskirk","1593","12","4","","","","","",
"TQZX0","Henry Carey","Henry","","Carey","M","Y","Y3OAH","Mary Boleyn","Q2HCA","Henry Tudor","OFPTT","Anne Morgan","","1525","3","4","1596","7","23","","","","","","","","","","","","Somerset House, London","Westminster Abbey","1596","8","12","","","","","Parentage doubtful",
"LFW1C","Henry Stafford","Henry","","Stafford","M","Y","","","","","","","S2P5N","","","","1523","3","","","","","","","","","","","","","","","","","","","","","","",
"KWYGP","Henry Stafford","Henry","","Stafford","M","Y","","","PS36R","Humphrey Stafford","","","AIGHZ","","","","1471","10","4","","","","","","","","","","","","","","","","","","","","","",
"VNOUV","Henry Herbert","Henry","","Herbert","M","","","","","","","","EWP2G","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HUDYE","Henry Pranell","Henry","","Pranell","M","Y","","","","","","","DG41Z","","","","1599","12","20","","","","","","","","","","","","","","","","","A wealthy wine merchant","","","","",
"PJ6Y7","Henry Wentworth","Henry","","Wentworth","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EL46D","Henry Fitzroy","Henry","","Fitzroy","M","Y","PLMH1","Elizabeth Blount","Q2HCA","Henry Tudor","UXKLD","Mary Howard","","1519","","","1536","7","22","","","","","","","","","","","?Blackmore, Essex","","Thetford","","","","","","","","Illegitimate",
"EFYBC","Henry Tudor","Henry","","Tudor","M","Y","A9WP4","Catherine of Aragon","Q2HCA","Henry Tudor","","","","1510","1","1","1510","2","22","","","","","","","","","","","Richmond, Surrey","Richmond, Surrey","Westminster Abbey","","","","","","","","",
"NH7EU","Henry Stuart","Henry","","Stuart","M","Y","Y2TA0","Margaret Douglas","PNK7W","Matthew Stuart","","","Y8DNT","","","","1566","2","10","","","","","","","","","","","","Edinburgh","","","","","","","","","",
"GEMQS","Henry Belknap","Henry","","Belknap","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"V53TZ","Henry Tudor","Henry","","Tudor","M","Y","AIGHZ","Margaret Beaufort","KV64I","Edmund Tudor","FC2KR","Elizabeth of York","","1456","1","28","1509","4","21","","","","","","","","","","","Pembroke Castle","Richmond Palace","","","","","","","","","",
"K5QUQ","Henry Grey","Henry","","Grey","M","Y","","","","","","","YNVUO","","","","1614","1","1","","","","","","","","","","","","","","","","","","","","","",
"Q2HCA","Henry Tudor","Henry","","Tudor","M","Y","FC2KR","Elizabeth of York","V53TZ","Henry Tudor","CKUKM","Catherine Parr","ZB628 THTPN Y3OAH A9WP4 CDZ27 JPNX2 PLMH1","1491","6","28","1546","1","28","","","","","","","","","","","Greenwich","","","","","","","","","","",
"Z1VN0","Henry Brandon","Henry","","Brandon","M","Y","KUT8K","Mary Tudor","KH7AR","Charles Brandon","","","","1515","3","11","1534","3","","","","","","","","","","","","Bath Place, London","","","","","","","","","","",
"F3E4N","Henry Stewart","Henry","","Stewart","M","Y","VG3F2","Margaret Kennedy","FCMVP","Andrew Stewart","N2WTC","Margaret Tudor","ORHHA R2L5D","","","","","","","","","","","","","","","","","","","","","","","","","","","Henry Stewart is said to have married firstly ""the Lady Leslie"", who must have been divorced before March 1527/8, in which month he married Margaret Tudor",
"DAXF5","Henry Grey","Henry","","Grey","M","Y","UYYEO","Margaret Wotton","OEA4H","Thomas Grey","BZMHO","Frances Brandon","V7TSB","1517","1","17","1553","2","23","","","","","","","","","","","","Tower Hill, London","","","","","","","","","",
"KK8PK","Henry of Valois","Henry of","","Valois","M","","E3DG8","Janet Stewart","GN5UP","Henry of Valois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Illegitimate",
"GN5UP","Henry of Valois","Henry of","","Valois","M","","","","","","","","E3DG8 LCWB1","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EDEDR","Honor Grenville","Honor","","Grenville","F","","NB7QD","Isabella Gilbert","APPC9","Thomas Grenville","","","HW7ON NNCHR","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"NCMF3","Hugh Tylney","Hugh","","Tylney","M","","","","","","START","... Tailboys","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"RD628","Hugh Kennedy","Hugh","","Kennedy","M","","","","","","","","R2L5D","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"PS36R","Humphrey Stafford","Humphrey","","Stafford","M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"JY34T","Humphrey Bourchier","Humphrey","","Bourchier","M","","","","","","","","ZTRLK","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"HEYES","Isabella Ingaldesthorpe","Isabella","","Ingaldesthorpe","F","","","","N01OE","Edmund Ingaldesthorpe","VO31O","John Neville","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ZGS5O","Isabella Stewart","Isabella","","Stewart","F","","","","P2IVR","James Stewart","","","HUZD8","","","","","","","","","","","","","","","","","","","","","","","","","","","",
