ID,Full name,First names,Surname now,Surname at birth,Gender,Deceased,Mother ID,Mother name,Father ID,Father name,Partner ID,Partner name,Ex-partner IDs,Birth year,Birth month,Birth day,Death year,Death month,Death day,Email,Website,Blog,Photo site,Home tel,Work tel,Mobile,Skype,Address,Other contact,Birth place,Death place,Burial place,Burial year,Burial month,Burial day,Profession,Company,Interests,Activities,Bio notes,
YVQ9P,113. Higashiyama,113. Higashiyama                       ,,,M,,,,UCVRE,112. Reigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP6JB,114. Nakamikado,114. Nakamikado                        ,,,M,,,,YVQ9P,113. Higashiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G20PL,115. Sakuramachi,115. Sakuramachi                       ,,,M,,,,PP6JB,114. Nakamikado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCR1B,116. Monozono,116. Monozono                          ,,,M,,,,G20PL,115. Sakuramachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV0EH,117. Go-Sakuramachi,117. Go-Sakuramachi                    ,,,F,,,,G20PL,115. Sakuramachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6JZN,118. Go-Monozono,118. Go-Monozono                       ,,,M,,,,UCR1B,116. Monozono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KX94W,119. K?kaku,119. K?kaku                            ,,,M,,,,CTQ48,Prince Kan'in Sukehito,KPCLY,Yoshiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD92I,12. Keik?,12. Keik?                              ,,,M,,,,WD33K,11. Suinin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPA3T,120. Nink?,120. Nink?                             ,,,M,,KPCLY,Yoshiko,KX94W,119. K?kaku,F7QRX,Yasuko/Shin Seiwa-In,V5K20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHF9S,121. Komei,121. Komei                             ,,,M,,V5K20,Shin K?wiga-In,CPA3T,120. Nink?,VDBK8,Eish?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVBM,122. Meiji,122. Meiji                             ,,,M,,VDBK8,Eish?,YHF9S,121. Komei,AF1A8,Sh?ken,I1UR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II61Z,123. Taish?,123. Taish?                            ,,,M,,I1UR0,Yanagiwara Naruko,ACVBM,122. Meiji,NUV3N,Teimei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL4EW,124. Sh?wa,124. Sh?wa                             ,,,M,,NUV3N,Teimei,II61Z,123. Taish?,VFYOH,Kojun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APM2P,125. The Emperor Akihito,125. The Emperor Akihito               ,,,M,,VFYOH,Kojun,CL4EW,124. Sh?wa,HEXG5,The Empress Michiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFOV7,13. Seimu,13. Seimu                              ,,,M,,,,TD92I,12. Keik?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX2OA,14. Chuai,14. Chuai                              ,,,M,,,,A14R6,Brother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1WDA,15. ?jin,15. ?jin                               ,,,M,,,,MX2OA,14. Chuai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K9EH3,16. Nintoku,16. Nintoku                            ,,,M,,,,S1WDA,15. ?jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K76O0,17. Richu,17. Richu                              ,,,M,,,,K9EH3,16. Nintoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D86TT,18. Hanzei,18. Hanzei                             ,,,M,,,,K9EH3,16. Nintoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULYB,19. Ingy?,19. Ingy?                              ,,,M,,,,K9EH3,16. Nintoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4D2I,2(N). K?myo,2(N). K?myo                            ,,,M,,,,R4DYI,93. Go-Fushimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E38YZ,2. Suizei,2. Suizei                              ,,,M,,,,APNQF,1. Jimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEZ9T,20. Ank?,20. Ank?                               ,,,M,,,,VULYB,19. Ingy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZKM3,21. Yuryaku,21. Yuryaku                            ,,,M,,,,VULYB,19. Ingy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02O8,22. Seinei,22. Seinei                             ,,,M,,,,SZKM3,21. Yuryaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QWGSF,23. Kenz?,23. Kenz?                              ,,,M,,,,H02O8,22. Seinei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36SH,23Son,23Son                                  ,,,M,,,,K9EH3,16. Nintoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL0A9,24. Ninken,24. Ninken                             ,,,M,,,,H02O8,22. Seinei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHERH,25. Buretsu,25. Buretsu                            ,,,M,,,,SL0A9,24. Ninken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GERFW,26. Keiti,26. Keiti                              ,,,M,,,,TJKSX,Son,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1J4K,27. Ankan,27. Ankan                              ,,,M,,,,GERFW,26. Keiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUVFV,28. Senka,28. Senka                              ,,,M,,,,GERFW,26. Keiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P830P,29. Kinmei,29. Kinmei                             ,,,M,,,,GERFW,26. Keiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1X2C,3(N). Suk?,3(N). Suk?                             ,,,M,,,,BSJN7,1(N). K?gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLGAP,3. Annei,3. Annei                               ,,,M,,,,E38YZ,2. Suizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOX8N,30. Bidatsu,30. Bidatsu                            ,,,M,,,,P830P,29. Kinmei,FYWTH,33. Suika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2M17,31. Y?mei,31. Y?mei                              ,,,M,,,,P830P,29. Kinmei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZQYIL,32. Sushun,32. Sushun                             ,,,M,,,,P830P,29. Kinmei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYWTH,33. Suika,33. Suika                              ,,,F,,,,P830P,29. Kinmei,AOX8N,30. Bidatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LG2J7,34. Jomei,34. Jomei                              ,,,M,,,,ZY5U4,Oshizakahikobiton?e,FKM5I,35. K?gyoku/37. Saimei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKM5I,35. K?gyoku/37. Saimei,35. K?gyoku/37. Saimei                 ,,,F,,,,SD6NW,Prince Chinu,LG2J7,34. Jomei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXPQP,36. K?tuku,36. K?tuku                             ,,,M,,,,ZY5U4,Oshizakahikobiton?e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP6BX,38. Tenchi,38. Tenchi                             ,,,M,,FKM5I,35. K?gyoku/37. Saimei,LG2J7,34. Jomei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALCV,39. K?bun,39. K?bun                              ,,,M,,,,IP6BX,38. Tenchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBUXP,4(N). Go-K?gon,4(N). Go-K?gon                         ,,,M,,,,BSJN7,1(N). K?gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR5FQ,4. Itoku,4. Itoku                               ,,,M,,,,TLGAP,3. Annei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES282,40. Tenmu,40. Tenmu                              ,,,M,,,,LG2J7,34. Jomei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGCCB,41. Jit?,41. Jit?                               ,,,F,,,,IP6BX,38. Tenchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTHFV,42. Monmu,42. Monmu                              ,,,M,,,,H3FHG,Prince Kusakabe,WMVHP,Miyako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EN78L,43. Genmei,43. Genmei                             ,,,F,,,,IP6BX,38. Tenchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR21,44. Gensh?,44. Gensh?                             ,,,F,,,,H3FHG,Prince Kusakabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCUYK,45. Sh?mu,45. Sh?mu                              ,,,M,,WMVHP,Miyako,GTHFV,42. Monmu,TRWUZ,K?my?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3JW8,46. K?ken/48. Shotoku,46. K?ken/48. Shotoku                  ,,,F,,TRWUZ,K?my?,NCUYK,45. Sh?mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVBYU,47. Junnin,47. Junnin                             ,,,M,,,,VRLPY,Toneri-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJUC,49. K?nin,49. K?nin                              ,,,M,,,,JOI4G,Shiki-?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZGIVX,5(N). Go-Enyu,5(N). Go-Enyu                          ,,,M,,,,JBUXP,4(N). Go-K?gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WB8G6,5. K?sh?,5. K?sh?                               ,,,M,,,,GR5FQ,4. Itoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKTG5,50. Kanmu/Kwammu,50. Kanmu/Kwammu                       ,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUYRH,51. Heizi/Heij?,51. Heizi/Heij?                        ,,,M,,START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QMY81,52. Saga,52. Saga                               ,,,M,,START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZNON,53. Junna,53. Junna                              ,,,M,,,,START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YH8H1,54. Ninmy?,54. Ninmy?                             ,,,M,,,,QMY81,52. Saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1CU7,55. Montoku,55. Montoku                            ,,,M,,,,YH8H1,54. Ninmy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2SWK,56. Seiwa,56. Seiwa                              ,,,M,,,,A1CU7,55. Montoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJWOI,57. Y?zei,57. Y?zei                              ,,,M,,,,Y2SWK,56. Seiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K181G,58. K?k?,58. K?k?                               ,,,M,,,,YH8H1,54. Ninmy?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZ7E6,59. Uda,59. Uda                                ,,,M,,,,K181G,58. K?k?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GZCEV,6. K?an,6. K?an                                ,,,M,,,,WB8G6,5. K?sh?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCERK,60. Daigo,60. Daigo                              ,,,M,,,,IZ7E6,59. Uda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSC8C,61. Suzaku,61. Suzaku                             ,,,M,,,,NCERK,60. Daigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A65SS,62. Murakami,62. Murakami                           ,,,M,,,,NCERK,60. Daigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EI22X,63. Reizei,63. Reizei                             ,,,M,,,,A65SS,62. Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHO89,64. Enyu,64. Enyu                               ,,,M,,,,A65SS,62. Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLZSP,65. Kazan,65. Kazan                              ,,,M,,,,EI22X,63. Reizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBR0T,66. Ichij?,66. Ichij?                             ,,,M,,,,AHO89,64. Enyu,UVB4U,Akiko,C4Q9N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJB32,67. Sanj?,67. Sanj?                              ,,,M,,,,EI22X,63. Reizei,MP38G,Kenshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J02OU,68. Go-Ichij?,68. Go-Ichij?                          ,,,M,,C4Q9N,Fujiwara no Sh?shi,PBR0T,66. Ichij?,ISP3R,Toshiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U2XOT,69. Go-Suzaku,69. Go-Suzaku                          ,,,M,,C4Q9N,Fujiwara no Sh?shi,PBR0T,66. Ichij?,PXL1M,Yoshiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGA1W,7. K?rei,7. K?rei                               ,,,M,,,,GZCEV,6. K?an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6VD0,70. Go-Reizei,70. Go-Reizei                          ,,,M,,PXL1M,Yoshiko,U2XOT,69. Go-Suzaku,JUGHT,Hiroko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQRKJ,71. Go-Sanj?,71. Go-Sanj?                           ,,,M,,,,B6VD0,70. Go-Reizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCBXQ,72. Shirakawa,72. Shirakawa                          ,,,M,,,,B6VD0,70. Go-Reizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIE5A,73. Horikawa,73. Horikawa                           ,,,M,,,,ZCBXQ,72. Shirakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M76CB,74. Toba,74. Toba                               ,,,M,,,,PIE5A,73. Horikawa,QQW3X,Tamako,EFIQJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZYBM,75. Sutoku,75. Sutoku                             ,,,M,,QQW3X,Tamako,M76CB,74. Toba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWVKS,76. Konoe,76. Konoe                              ,,,M,,EFIQJ,Tokuko,M76CB,74. Toba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0QS3,77. Go-Shirakawa,77. Go-Shirakawa                       ,,,M,,,,PIE5A,73. Horikawa,NEJE8,Minamoto no Arihito,XKDF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNDDC,78. Nij?,78. Nij?                               ,,,M,,NEJE8,Minamoto no Arihito,P0QS3,77. Go-Shirakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD1OF,79. Rokuj?,79. Rokuj?                             ,,,M,,,,JNDDC,78. Nij?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E7QEV,8. K?gen,8. K?gen                               ,,,M,,,,JGA1W,7. K?rei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT2Y3,80. Takakura,80. Takakura                           ,,,M,,XKDF1,Shigeko,P0QS3,77. Go-Shirakawa,HKU12,Tokuko,KJ7XO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUY80,81. Antoku,81. Antoku                             ,,,M,,HKU12,Tokuko,CT2Y3,80. Takakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDTP,82. Go-Toba,82. Go-Toba                            ,,,M,,KJ7XO,Fujiwara no Masuko,CT2Y3,80. Takakura,EJS7X,Minamoto no Ariko,RAGQZ A0AVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U900X,83. Tsuchimikado,83. Tsuchimikado                       ,,,M,,EJS7X,Minamoto no Ariko,LLDTP,82. Go-Toba,DVH3U,Minamoto no Michiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YK6B4,84. Juntoku,84. Juntoku                            ,,,M,,RAGQZ,Fujiwara no Shigeko,LLDTP,82. Go-Toba,IHD4E,Fujiwara no Tachiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSF68,85. Chukyo,85. Chukyo                             ,,,M,,IHD4E,Fujiwara no Tachiko,YK6B4,84. Juntoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYS8O,86. Go-Horikawa,86. Go-Horikawa                        ,,,M,,,,W7Z5S,Prince Morisada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDAN7,87. Shij?,87. Shij?                              ,,,M,,,,FYS8O,86. Go-Horikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLHRN,88. Go-Saga,88. Go-Saga                            ,,,M,,DVH3U,Minamoto no Michiko,U900X,83. Tsuchimikado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3UEY,89. Go-Fukakasa,89. Go-Fukakasa                        ,,,M,,,,PLHRN,88. Go-Saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E67M6,9. Kaika,9. Kaika                               ,,,M,,,,E7QEV,8. K?gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4H41,90. Kameyama,90. Kameyama                           ,,,M,,,,PLHRN,88. Go-Saga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZZ5V,91. Go-Uda,91. Go-Uda                             ,,,M,,,,S4H41,90. Kameyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCJZA,92. Fushimi,92. Fushimi                            ,,,M,,,,B3UEY,89. Go-Fukakasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R4DYI,93. Go-Fushimi,93. Go-Fushimi                         ,,,M,,,,FCJZA,92. Fushimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJTI1,94. Go-Nij?,94. Go-Nij?                            ,,,M,,,,EZZ5V,91. Go-Uda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XJVQO,95. Hanazon?,95. Hanazon?                           ,,,M,,,,B3UEY,89. Go-Fukakasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFJRA,96. Go-Daigio,96. Go-Daigio                          ,,,M,,,,EZZ5V,91. Go-Uda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX00S,97. Go-Murakami,97. Go-Murakami                        ,,,M,,,,HFJRA,96. Go-Daigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I8VUX,98. Ch?kei,98. Ch?kei                             ,,,M,,,,AX00S,97. Go-Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJSZ7,99. Go-Kameyama,99. Go-Kameyama                        ,,,M,,,,AX00S,97. Go-Murakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVB4U,Akiko,Akiko                                  ,,,F,,G1FY0,Minamoto no Rinshi,ZFW18,Fujiwara no Michinaga,PBR0T,66. Ichij?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH78U,Brother,Brother                                ,,,M,,,,K9EH3,16. Nintoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14R6,Brother,Brother                                ,,,M,,,,TD92I,12. Keik?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDBK8,Eish?,Eish?                                  ,,,F,,,,,,YHF9S,121. Komei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UL3H2,Fujiwara no Fuhito,Fujiwara no Fuhito                     ,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FL0ZW,Fujiwara no Kinzane,Fujiwara no Kinzane                    ,,,M,,G1FY0,Minamoto no Rinshi,ZFW18,Fujiwara no Michinaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ7XO,Fujiwara no Masuko,Fujiwara no Masuko                     ,,,F,,,,,,,,CT2Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFW18,Fujiwara no Michinaga,Fujiwara no Michinaga                  ,,,M,,,,,,G1FY0,Minamoto no Rinshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4Q9N,Fujiwara no Sh?shi,Fujiwara no Sh?shi                     ,,,F,,,,,,,,PBR0T,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAGQZ,Fujiwara no Shigeko,Fujiwara no Shigeko                    ,,,F,,,,,,,,LLDTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IHD4E,Fujiwara no Tachiko,Fujiwara no Tachiko                    ,,,F,,,,,,YK6B4,84. Juntoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUKE9,Fujiwara no Yorimichi,Fujiwara no Yorimichi                  ,,,M,,G1FY0,Minamoto no Rinshi,ZFW18,Fujiwara no Michinaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUGHT,Hiroko,Hiroko                                 ,,,F,,,,IUKE9,Fujiwara no Yorimichi,B6VD0,70. Go-Reizei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRWUZ,K?my?,K?my?                                  ,,,F,,,,UL3H2,Fujiwara no Fuhito,NCUYK,45. Sh?mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP38G,Kenshi,Kenshi                                 ,,,F,,G1FY0,Minamoto no Rinshi,ZFW18,Fujiwara no Michinaga,DJB32,67. Sanj?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VFYOH,Kojun,Kojun                                  ,,,F,,,,,,CL4EW,124. Sh?wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQOEM,Kwan-shi-Naishinn?,Kwan-shi-Naishinn?                     ,,,F,,,,HFJRA,96. Go-Daigio,BSJN7,1(N). K?gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEJE8,Minamoto no Arihito,Minamoto no Arihito                    ,,,F,,,,,,P0QS3,77. Go-Shirakawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJS7X,Minamoto no Ariko,Minamoto no Ariko                      ,,,F,,,,,,LLDTP,82. Go-Toba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVH3U,Minamoto no Michiko,Minamoto no Michiko                    ,,,F,,,,,,U900X,83. Tsuchimikado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1FY0,Minamoto no Rinshi,Minamoto no Rinshi                     ,,,F,,,,,,ZFW18,Fujiwara no Michinaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMVHP,Miyako,Miyako                                 ,,,F,,,,UL3H2,Fujiwara no Fuhito,GTHFV,42. Monmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0AVR,Nishi-no-onkata,Nishi-no-onkata                        ,,,F,,,,,,,,LLDTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZY5U4,Oshizakahikobiton?e,Oshizakahikobiton?e                    ,,,M,,,,AOX8N,30. Bidatsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD6W,Prince Akishino,Prince Akishino                        ,,,M,,HEXG5,The Empress Michiko,APM2P,125. The Emperor Akihito,S01NF,Princess Toshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SD6NW,Prince Chinu,Prince Chinu                           ,,,M,,,,ZY5U4,Oshizakahikobiton?e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTQ48,Prince Kan'in Sukehito,Prince Kan'in Sukehito                 ,,,M,,,,YVQ9P,113. Higashiyama,UWBJO,Tashibano ni Iwayo-ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3FHG,Prince Kusakabe,Prince Kusakabe                        ,,,M,,,,ES282,40. Tenmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK2Z3,Prince Masahito,Prince Masahito                        ,,,M,,,,R8MQ4,106. Ogimachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7Z5S,Prince Morisada,Prince Morisada                        ,,,M,,KJ7XO,Fujiwara no Masuko,CT2Y3,80. Takakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4WDP,Prince Sadafusa,Prince Sadafusa                        ,,,M,,,,W1YGO,Prince Yoshihito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOO9C,Prince Sadastune,Prince Sadastune                       ,,,M,,,,N4WDP,Prince Sadafusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1YGO,Prince Yoshihito,Prince Yoshihito                       ,,,M,,,,F1X2C,3(N). Suk?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
